time,low,high,open,close,volume
2021-06-06 02:00:00,2665.6,2696.03,2688.01,2683.05,7611.77112097
2021-06-06 03:00:00,2661.85,2692.44,2683.04,2677.25,6105.70648795
2021-06-06 04:00:00,2670.29,2692.07,2676.54,2681.11,4210.29530256
2021-06-06 05:00:00,2673.61,2696.78,2681.12,2696.29,2664.46889963
2021-06-06 06:00:00,2650.1,2710.6,2696.29,2665.65,6396.26450679
2021-06-06 07:00:00,2665.39,2695.7,2665.65,2690.48,2164.880311
2021-06-06 08:00:00,2690.58,2735.77,2690.59,2733.28,5608.03570322
2021-06-06 09:00:00,2717.82,2745.36,2733.11,2724.61,2983.24254803
2021-06-06 10:00:00,2700.0,2731.34,2724.63,2719.39,2156.20007194
2021-06-06 11:00:00,2690.15,2729.05,2719.22,2692.27,3013.96354715
2021-06-06 12:00:00,2686.0,2719.5,2692.28,2692.3,3740.21035504
2021-06-06 13:00:00,2655.01,2705.65,2692.27,2661.07,5703.6643674
2021-06-06 14:00:00,2654.4,2713.86,2661.09,2707.92,4572.65456323
2021-06-06 15:00:00,2705.1,2732.67,2707.77,2721.56,5666.83391503
2021-06-06 16:00:00,2716.28,2737.0,2721.56,2720.25,5173.80890774
2021-06-06 17:00:00,2683.94,2720.17,2719.76,2692.9,4754.42860665
2021-06-06 18:00:00,2678.93,2698.33,2693.24,2690.34,3948.80108798
2021-06-06 19:00:00,2672.99,2691.71,2690.42,2675.04,3559.00727275
2021-06-06 20:00:00,2667.3,2712.72,2675.04,2711.26,5041.57539249
2021-06-06 21:00:00,2700.07,2718.71,2711.26,2715.81,5522.17347972
2021-06-06 22:00:00,2674.01,2717.0,2715.81,2695.61,8649.32308637
2021-06-06 23:00:00,2689.0,2715.0,2695.9,2710.97,7070.54303615
2021-06-07 00:00:00,2691.66,2769.99,2710.97,2764.03,16914.94613322
2021-06-07 01:00:00,2742.41,2799.44,2764.03,2793.38,14683.79192844
2021-06-07 02:00:00,2779.04,2798.5,2793.63,2787.68,8295.87039569
2021-06-07 03:00:00,2757.0,2795.0,2787.67,2767.25,8010.92804165
2021-06-07 04:00:00,2767.28,2797.97,2767.76,2769.72,6219.34268623
2021-06-07 05:00:00,2764.3,2793.02,2769.71,2788.44,4927.70586115
2021-06-07 06:00:00,2757.11,2794.0,2788.44,2762.55,3877.95964639
2021-06-07 07:00:00,2737.13,2771.9,2762.72,2766.22,4468.41514456
2021-06-07 08:00:00,2746.87,2778.15,2766.84,2758.42,4377.65203007
2021-06-07 09:00:00,2748.2,2792.99,2759.48,2787.93,3172.82728321
2021-06-07 10:00:00,2787.93,2840.01,2787.93,2828.0,10246.09937293
2021-06-07 11:00:00,2802.36,2831.51,2828.01,2813.7,5269.05546777
2021-06-07 12:00:00,2807.63,2839.49,2814.78,2834.0,6966.73908028
2021-06-07 13:00:00,2785.23,2849.15,2834.0,2789.96,15371.24779782
2021-06-07 14:00:00,2752.76,2795.2,2789.76,2778.19,10171.95499126
2021-06-07 15:00:00,2766.92,2791.14,2777.51,2784.27,5660.10759952
2021-06-07 16:00:00,2758.54,2790.4,2783.98,2766.29,5634.75316548
2021-06-07 17:00:00,2704.28,2766.17,2766.17,2725.4,14027.81302799
2021-06-07 18:00:00,2677.0,2731.42,2724.42,2686.99,18327.83730672
2021-06-07 19:00:00,2675.0,2738.51,2686.99,2731.46,10192.37245819
2021-06-07 20:00:00,2630.49,2740.92,2731.31,2658.77,22933.40144605
2021-06-07 21:00:00,2575.0,2665.92,2659.44,2612.79,35671.24240562
2021-06-07 22:00:00,2600.0,2645.8,2613.15,2628.69,12887.81875593
2021-06-07 23:00:00,2575.0,2635.75,2628.47,2592.47,19624.48938314
2021-06-08 00:00:00,2560.45,2621.91,2592.47,2589.31,22978.98248076
2021-06-08 01:00:00,2580.22,2620.0,2589.31,2609.18,11984.74502949
2021-06-08 02:00:00,2444.57,2611.33,2609.17,2480.99,39928.72750723
2021-06-08 03:00:00,2430.0,2500.0,2480.99,2490.59,37355.60183152
2021-06-08 04:00:00,2482.46,2534.16,2491.69,2502.02,19923.30627836
2021-06-08 05:00:00,2453.24,2514.7,2501.69,2506.86,14892.00461577
2021-06-08 06:00:00,2468.17,2515.38,2506.85,2472.61,9291.01438652
2021-06-08 07:00:00,2441.0,2524.99,2472.61,2516.19,12710.664561
2021-06-08 08:00:00,2516.19,2559.97,2516.19,2523.02,7335.43967777
2021-06-08 09:00:00,2490.0,2525.48,2523.07,2496.32,6849.79172091
2021-06-08 10:00:00,2473.08,2529.94,2496.33,2494.78,9937.49217473
2021-06-08 11:00:00,2485.0,2544.0,2494.78,2535.56,10588.2198153
2021-06-08 12:00:00,2499.58,2541.64,2534.92,2501.99,9571.65291728
2021-06-08 13:00:00,2435.07,2511.65,2501.93,2436.87,17649.79920606
2021-06-08 14:00:00,2351.19,2454.76,2436.87,2382.72,56066.31993915
2021-06-08 15:00:00,2306.52,2395.2,2383.58,2377.36,45544.78952681
2021-06-08 16:00:00,2360.0,2437.0,2377.31,2409.78,30000.19184619
2021-06-08 17:00:00,2393.8,2428.0,2409.78,2424.82,10443.03381278
2021-06-08 18:00:00,2417.76,2488.07,2424.68,2487.11,17280.10109575
2021-06-08 19:00:00,2468.04,2519.61,2486.05,2505.01,16397.27366551
2021-06-08 20:00:00,2484.1,2552.24,2505.01,2538.45,17638.26858528
2021-06-08 21:00:00,2504.04,2541.89,2538.11,2520.06,9571.27177327
2021-06-08 22:00:00,2513.2,2547.54,2520.07,2522.7,7364.03782012
2021-06-08 23:00:00,2507.49,2539.87,2522.95,2509.11,10202.33145921
2021-06-09 00:00:00,2452.43,2525.0,2509.1,2455.22,17338.9703307
2021-06-09 01:00:00,2425.46,2476.08,2455.2,2431.0,13621.87819727
2021-06-09 02:00:00,2415.33,2476.0,2432.0,2451.99,14024.10109025
2021-06-09 03:00:00,2439.16,2475.0,2452.0,2457.64,7950.16261914
2021-06-09 04:00:00,2406.33,2466.28,2456.72,2458.29,10956.10794312
2021-06-09 05:00:00,2449.53,2499.0,2458.29,2477.4,8983.394947
2021-06-09 06:00:00,2467.82,2544.38,2477.0,2535.32,11834.10985505
2021-06-09 07:00:00,2501.34,2543.34,2535.05,2504.47,7427.22256399
2021-06-09 08:00:00,2474.01,2513.9,2505.08,2484.95,6922.8332464
2021-06-09 09:00:00,2473.34,2512.67,2485.0,2478.77,5715.08683273
2021-06-09 10:00:00,2470.17,2522.78,2478.54,2499.0,6218.03565566
2021-06-09 11:00:00,2488.65,2548.29,2499.26,2538.55,8295.66435423
2021-06-09 12:00:00,2536.02,2582.12,2538.29,2544.01,17079.99113248
2021-06-09 13:00:00,2515.97,2551.62,2544.01,2531.56,8982.3084332
2021-06-09 14:00:00,2450.03,2553.84,2531.71,2458.89,19957.85653192
2021-06-09 15:00:00,2457.89,2580.65,2458.58,2569.04,38332.34966944
2021-06-09 16:00:00,2556.0,2621.99,2569.36,2599.81,22209.57007189
2021-06-09 17:00:00,2581.22,2628.16,2599.81,2593.58,13162.04311899
2021-06-09 18:00:00,2557.93,2613.99,2593.57,2562.15,9094.0509957
2021-06-09 19:00:00,2544.0,2590.57,2562.14,2563.73,8158.42877488
2021-06-09 20:00:00,2551.51,2578.18,2563.99,2561.1,5428.87056716
2021-06-09 21:00:00,2555.96,2590.03,2561.51,2582.69,6762.48352367
2021-06-09 22:00:00,2579.34,2626.0,2582.69,2601.23,13724.15248824
2021-06-09 23:00:00,2588.0,2614.75,2600.21,2611.27,9463.36475107
2021-06-10 00:00:00,2574.93,2625.0,2611.4,2581.01,9050.35941499
2021-06-10 01:00:00,2567.21,2604.8,2581.08,2572.12,5265.93822075
2021-06-10 02:00:00,2563.04,2577.6,2572.13,2574.06,4455.30673222
2021-06-10 03:00:00,2561.0,2596.58,2573.75,2564.75,7249.23708955
2021-06-10 04:00:00,2538.15,2576.87,2564.48,2547.08,5743.89153346
2021-06-10 05:00:00,2523.28,2559.59,2547.11,2538.14,5796.2328917
2021-06-10 06:00:00,2522.98,2555.1,2538.2,2541.86,6100.7858895
2021-06-10 07:00:00,2530.2,2557.44,2541.34,2550.1,3343.0952167
2021-06-10 08:00:00,2508.09,2549.03,2548.69,2512.8,5014.28900701
2021-06-10 09:00:00,2495.7,2574.93,2512.62,2568.23,9970.65342745
2021-06-10 10:00:00,2561.49,2605.3,2568.4,2576.52,9828.39169099
2021-06-10 11:00:00,2561.35,2589.32,2576.81,2568.35,4996.21270509
2021-06-10 12:00:00,2533.99,2572.43,2568.36,2558.84,6568.8943196
2021-06-10 13:00:00,2526.01,2561.64,2558.84,2547.29,7998.40556845
2021-06-10 14:00:00,2504.68,2562.41,2547.36,2523.84,12904.014883
2021-06-10 15:00:00,2497.0,2529.26,2523.49,2512.86,7676.85491313
2021-06-10 16:00:00,2474.38,2524.0,2512.54,2481.66,11804.11060215
2021-06-10 17:00:00,2450.0,2489.19,2481.56,2467.18,13523.15164215
2021-06-10 18:00:00,2456.91,2478.0,2467.17,2476.0,8110.65067475
2021-06-10 19:00:00,2450.0,2482.49,2475.48,2459.47,7572.0943235
2021-06-10 20:00:00,2428.16,2470.0,2459.48,2469.3,13652.28951705
2021-06-10 21:00:00,2453.22,2486.61,2469.73,2484.82,5078.37377709
2021-06-10 22:00:00,2476.18,2497.45,2484.12,2490.01,5150.96671252
2021-06-10 23:00:00,2463.89,2496.69,2490.21,2471.59,4825.29803768
2021-06-11 00:00:00,2433.34,2499.34,2471.59,2438.9,11563.18286376
2021-06-11 01:00:00,2403.0,2445.35,2438.89,2427.64,12117.18471092
2021-06-11 02:00:00,2406.0,2439.53,2427.65,2437.91,7249.28150412
2021-06-11 03:00:00,2438.26,2470.3,2438.26,2466.68,7835.33403819
2021-06-11 04:00:00,2458.74,2486.0,2466.11,2478.95,4999.31882152
2021-06-11 05:00:00,2465.07,2489.99,2478.96,2465.8,3993.18036393
2021-06-11 06:00:00,2426.23,2469.82,2466.22,2429.94,5229.62962484
2021-06-11 07:00:00,2416.61,2454.24,2429.79,2447.32,5196.44344984
2021-06-11 08:00:00,2441.01,2471.18,2446.69,2444.13,4023.92289571
2021-06-11 09:00:00,2444.14,2480.25,2444.52,2459.1,3230.57478081
2021-06-11 10:00:00,2458.91,2486.33,2459.13,2475.46,4696.62733802
2021-06-11 11:00:00,2459.1,2479.39,2475.15,2472.42,6046.57939613
2021-06-11 12:00:00,2446.77,2477.37,2472.93,2459.04,5590.97664287
2021-06-11 13:00:00,2459.03,2481.29,2459.03,2475.04,5207.60428425
2021-06-11 14:00:00,2447.02,2476.69,2475.06,2447.97,7512.5372306
2021-06-11 15:00:00,2411.51,2448.84,2448.45,2416.56,12272.96795157
2021-06-11 16:00:00,2369.02,2429.26,2416.56,2378.29,17515.0068923
2021-06-11 17:00:00,2368.73,2409.33,2378.23,2404.01,8860.39205108
2021-06-11 18:00:00,2383.0,2418.19,2404.01,2414.75,7953.38851554
2021-06-11 19:00:00,2395.14,2418.03,2414.74,2398.62,7198.08614719
2021-06-11 20:00:00,2381.77,2411.06,2398.55,2382.0,6726.46534557
2021-06-11 21:00:00,2332.19,2387.17,2381.78,2341.86,14070.52746308
2021-06-11 22:00:00,2339.06,2379.73,2341.98,2361.43,8411.78441296
2021-06-11 23:00:00,2322.16,2364.29,2361.22,2355.27,12379.6846648
2021-06-12 00:00:00,2328.07,2364.41,2355.11,2342.18,8697.13913344
2021-06-12 01:00:00,2286.84,2350.65,2341.5,2292.8,17629.12023328
2021-06-12 02:00:00,2257.07,2306.27,2292.66,2267.89,18818.20249198
2021-06-12 03:00:00,2263.53,2316.15,2268.06,2301.46,12385.58172504
2021-06-12 04:00:00,2276.41,2309.0,2301.46,2283.6,8431.23454363
2021-06-12 05:00:00,2277.94,2301.91,2283.48,2290.28,6786.72730824
2021-06-12 06:00:00,2284.15,2301.54,2290.28,2299.37,3130.16760131
2021-06-12 07:00:00,2299.37,2326.03,2299.37,2323.2,7026.90726824
2021-06-12 08:00:00,2303.31,2324.57,2323.75,2308.93,2502.61260137
2021-06-12 09:00:00,2301.95,2328.28,2308.94,2327.61,4660.79119603
2021-06-12 10:00:00,2301.57,2398.95,2328.05,2394.72,12745.76431467
2021-06-12 11:00:00,2368.67,2397.71,2395.06,2390.59,6061.90117526
2021-06-12 12:00:00,2382.0,2452.58,2391.21,2440.05,13108.41486547
2021-06-12 13:00:00,2427.54,2448.45,2440.35,2436.51,5210.1375698
2021-06-12 14:00:00,2402.9,2438.48,2436.48,2421.63,7714.42245712
2021-06-12 15:00:00,2386.03,2439.54,2421.63,2393.17,6689.78881831
2021-06-12 16:00:00,2377.37,2407.44,2393.47,2391.73,6166.81899717
2021-06-12 17:00:00,2386.7,2425.06,2391.5,2412.02,5422.75598493
2021-06-12 18:00:00,2405.68,2427.46,2412.03,2422.45,4354.14536231
2021-06-12 19:00:00,2406.86,2428.49,2422.28,2410.84,3461.14622755
2021-06-12 20:00:00,2402.87,2422.28,2411.29,2405.05,3351.97000355
2021-06-12 21:00:00,2392.43,2414.99,2405.09,2404.45,3142.13331786
2021-06-12 22:00:00,2372.99,2413.74,2403.56,2381.43,5407.63250973
2021-06-12 23:00:00,2364.17,2396.0,2381.01,2371.49,4388.45200628
2021-06-13 00:00:00,2352.94,2395.89,2371.85,2390.0,4907.40819298
2021-06-13 01:00:00,2389.39,2418.77,2389.72,2411.43,6192.71545539
2021-06-13 02:00:00,2380.0,2416.76,2411.43,2384.53,4443.13939215
2021-06-13 03:00:00,2321.86,2384.54,2384.49,2334.28,11169.84352852
2021-06-13 04:00:00,2326.23,2347.5,2333.89,2343.38,4636.35481715
2021-06-13 05:00:00,2312.12,2343.21,2343.21,2316.61,6030.9379036
2021-06-13 06:00:00,2309.67,2344.07,2316.68,2344.07,4625.47595171
2021-06-13 07:00:00,2323.55,2344.14,2344.13,2324.77,3032.31513598
2021-06-13 08:00:00,2320.44,2367.19,2324.78,2356.21,5135.60186198
2021-06-13 09:00:00,2341.01,2365.84,2356.03,2361.99,2706.46986696
2021-06-13 10:00:00,2358.03,2378.63,2361.99,2371.86,2574.42437439
2021-06-13 11:00:00,2352.52,2377.46,2371.85,2364.19,2776.92031566
2021-06-13 12:00:00,2357.86,2382.77,2364.19,2359.43,3369.63395054
2021-06-13 13:00:00,2346.18,2367.42,2359.37,2356.23,3455.45597163
2021-06-13 14:00:00,2330.72,2362.56,2356.22,2335.23,4930.39277586
2021-06-13 15:00:00,2333.14,2356.0,2335.27,2352.72,4498.36457024
2021-06-13 16:00:00,2345.51,2407.81,2352.38,2397.93,13176.03889405
2021-06-13 17:00:00,2388.34,2433.0,2398.0,2420.53,6785.1016001
2021-06-13 18:00:00,2420.0,2448.54,2420.53,2439.43,10871.94247846
2021-06-13 19:00:00,2420.35,2442.66,2439.39,2431.68,6044.87039057
2021-06-13 20:00:00,2428.07,2528.62,2431.68,2526.6,26646.81138815
2021-06-13 21:00:00,2509.16,2550.0,2526.61,2522.28,14591.31301662
2021-06-13 22:00:00,2501.4,2535.37,2522.28,2520.13,12727.18174859
2021-06-13 23:00:00,2491.0,2520.11,2520.05,2510.23,7383.77205035
2021-06-14 00:00:00,2487.05,2524.99,2510.22,2500.06,6858.68165571
2021-06-14 01:00:00,2486.72,2525.0,2500.27,2502.14,8806.02569958
2021-06-14 02:00:00,2492.2,2509.5,2502.14,2498.65,5644.80835119
2021-06-14 03:00:00,2467.52,2500.68,2498.65,2478.02,5454.89567494
2021-06-14 04:00:00,2470.01,2492.1,2478.02,2490.44,3759.1841621
2021-06-14 05:00:00,2484.22,2510.67,2490.44,2498.53,4021.64857697
2021-06-14 06:00:00,2486.73,2510.0,2499.18,2504.97,2588.11957723
2021-06-14 07:00:00,2492.64,2509.19,2504.97,2500.39,2041.67579698
2021-06-14 08:00:00,2470.88,2501.49,2500.39,2476.59,3601.34578078
2021-06-14 09:00:00,2469.19,2489.55,2476.59,2471.34,3568.57888673
2021-06-14 10:00:00,2461.63,2496.27,2471.34,2489.44,4000.7644609
2021-06-14 11:00:00,2475.83,2490.47,2489.19,2479.55,2909.19731156
2021-06-14 12:00:00,2472.01,2498.18,2479.55,2492.52,4486.62375686
2021-06-14 13:00:00,2488.65,2569.91,2492.55,2557.25,20958.37721519
2021-06-14 14:00:00,2545.18,2582.01,2557.25,2555.86,11279.67477571
2021-06-14 15:00:00,2547.64,2577.99,2556.42,2577.99,8344.65623726
2021-06-14 16:00:00,2558.0,2609.02,2577.99,2578.83,20480.35688781
2021-06-14 17:00:00,2564.7,2580.12,2577.86,2573.95,6471.53955163
2021-06-14 18:00:00,2530.07,2579.65,2573.96,2533.2,10174.81023718
2021-06-14 19:00:00,2520.0,2542.96,2533.07,2539.32,11101.19864304
2021-06-14 20:00:00,2533.5,2548.26,2539.64,2542.11,4941.50151876
2021-06-14 21:00:00,2542.11,2577.27,2542.11,2572.26,7190.55889349
2021-06-14 22:00:00,2553.55,2573.85,2572.25,2558.82,5402.3096952
2021-06-14 23:00:00,2556.29,2585.13,2558.74,2582.86,5539.81968102
2021-06-15 00:00:00,2572.2,2624.57,2582.45,2599.02,13904.12490726
2021-06-15 01:00:00,2567.64,2604.77,2598.89,2573.61,5015.32064524
2021-06-15 02:00:00,2572.13,2597.14,2573.13,2588.31,4959.49172985
2021-06-15 03:00:00,2584.38,2601.16,2589.31,2588.81,4096.02791187
2021-06-15 04:00:00,2583.39,2640.0,2588.83,2634.45,7000.23871398
2021-06-15 05:00:00,2612.68,2638.97,2634.49,2621.5,4201.66834073
2021-06-15 06:00:00,2608.73,2636.37,2621.19,2612.45,4051.41249028
2021-06-15 07:00:00,2601.44,2624.0,2612.45,2623.92,2477.75162537
2021-06-15 08:00:00,2574.59,2626.35,2623.92,2581.4,4533.1660848
2021-06-15 09:00:00,2560.35,2597.65,2581.26,2589.41,3672.98660483
2021-06-15 10:00:00,2576.79,2595.9,2589.05,2578.17,1482.11711363
2021-06-15 11:00:00,2565.19,2589.0,2578.18,2577.69,3367.35433674
2021-06-15 12:00:00,2572.82,2605.8,2577.78,2598.73,6610.73991909
2021-06-15 13:00:00,2582.59,2599.67,2598.73,2586.74,8947.12038533
